type_specimen,synonyms,repository,other_notes,questionable_id,scientific_name,collection_site,location_english
NA,NA,NA,"S&R speculated this was an undescribed species; there is only one species of Clavelina known from the Gulf today, C. fasciculata",FALSE,Clavelina sp.,"La Paz, sand flats with rocks and dead coral","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Phyllactis bradleyi,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
holotype,"Pachycerianthus insignis, a junior synonym",NA,burrowing anemone; presumably the “Cerianthus” mentioned in the Narrative,FALSE,Andvakia insignis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,presumably the “littoral pennatulids like Pennatula aculeata” of the Narrative; note that P. aculeata is an Atlantic species,FALSE,Stylatula elongata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,the largest and most distinctive nemertean in the Gulf,FALSE,Baseodiscus mexicanus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Sipunculus nudus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
holotype,NA,NA,NA,FALSE,Thalassema steinbecki,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,a well-known polychaete ranging from San Francisco Bay to the Gulf,FALSE,Glycera dibranchiata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,found at the base of mangroves; a well-known Tropical East Pacific species,FALSE,Marphysa aenea,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,a Caribbean species thought to also occur in the Gulf,FALSE,Dasybranchus caducus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,a Tropical East Pacific terebellid polychaete,FALSE,Pista elongata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Eurythoe complanata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,about a dozen species of maldanids occur in the Gulf,FALSE,"Polychaeta, Maldanidae","La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,a circumtropical polychaete,FALSE,Owenia fusiformis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophiothrix spiculata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,a common Tropical East Pacific 6-armed brittle star,FALSE,Ophiactis savignyi,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"a rarely collected, littoral-to-73-m-deep, long-armed sand bottom brittle star",FALSE,Amphipholis elevata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,heart urchin,FALSE,Agassizia scrobiculata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,a circumtropical species; S&R describe this as the second most common sea cucumber from their expedition,FALSE,Holothuria impatiens,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,described as “chunkier” than the specimens taken at Punta Lobos,FALSE,Holothuria languens,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,(?),FALSE,Holothuria kefersteini,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,a circumtropical species,FALSE,Holothura rigida,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Holothuria paraprinceps,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,taken only at this locality; the “small black cucumbers” of the Narrative?,FALSE,Thyone parafusus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"a smooth, white, burrowing cucumber resembling a sipunculan; taken only at this locality",FALSE,Paracaudina chilensis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,amphipod; broadly distributed in the east Pacific: Canada to Ecuador,FALSE,Ampithoe plumulosa,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"3 species in this genus occur in the Gulf: P. richardsoni, P. sculpta, P. spinulosa",FALSE,Paracerceis sp.,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,Balanus Amphitrite inexpectatus,NA,NA,FALSE,Balanus inexpectatus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Balanus fissus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,Penaeus stylirostris,NA,found dead on the sand flats; probably washed up from a local shrimp boat,FALSE,Litopenaeus stylirostris,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Farfantepenaeus californiensis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Synalpheus sanjosei,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Clibanarius panamensis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"the largest hermit crab in the Gulf, aka “the gentle giant”",FALSE,Petrochirus californiensis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Pagurus lepidus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"one of the most common porcelain crabs in the Gulf; this species was at just about every rocky shore they visited, even though they collected it only twice",FALSE,Petrolisthes armatus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"typically commensal in the tubes of chaetopterid polychaetes, but found “free living” at El Mogote",FALSE,Polyonyx quadriungulatus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Podochela latimanus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Thoe sulcata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Pitho picteti,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Mithrax areolatus, a junior synonym",NA,common,FALSE,Mithraculus denticulatus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Teleophrys cristulipes,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Microphrys platysoma,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"the pugnacious blue swimming crab; S&R noted this was the most common crab in the Gulf, “found at practically every suitable station,” and this is still the case; [presence assumed]",FALSE,Callinectes bellicosus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Daira americana,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Leptodius occidentalis, a junior synonym",NA,one of the most common and abundant small crabs in the Gulf,FALSE,Cataleptodius occidentalis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"in 1941, this species was thought to be distributed in the Caribbean and Tropical East Pacific; however, the “panopeid” crabs are a taxonomic mess and the actual identity of the S&R Sea of Cortez species is unclear; there are ~2 dozen described panopeid crabs usually recognized from the Gulf, but this is not one of them",FALSE,Panopeus bermudensis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Pilumnus townsendi,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Geograpsus lividus, a junior synonym",NA,a circumtropical species,FALSE,Geograpsus stormi,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Dentalium semipolitum, a junior synonym",NA,the “striated” tusk shell from El Mogote,FALSE,Graptacme semipolitum,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Dentalium semipolitum, a junior synonym",NA,the “smooth” tusk shell from El Mogote,FALSE,Laevidentalium splendidum,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Arca multicostata, a junior synonym",NA,NA,FALSE,Anadara multicostata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Arca tuberculosa, a junior synonym",NA,NA,FALSE,Anadara tuberculosa,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,Volsella capax,NA,the bearded mussel; Volsella is a junior synonym of Modiolus,FALSE,Modiolus capax,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,Carditamera affinis californica,NA,"S&R considered this “the commonest bivalve in the Gulf”; common in shell middens in the Northern Gulf, where they appear to have been fashioned into pendants",FALSE,Carditamera affinis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Divaricella eburnea, a junior synonym",NA,"S&R described their specimen as “pearly-white” and ranging from Cape San Lucas to Panama; but this species has pale brown stripes and ranges throughout the Gulf to Peru and the Galapagos Islands; perhaps their specimen was an old, worn shell, or this is a misidentification",FALSE,Divalinga eburnea,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Chione succincta, a junior synonym",NA,one of the most common bivalves in the Gulf,FALSE,Chione californiensis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Dosinia dunkeri,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Macrocallista squalida, a junior synonym",NA,"one of two species called “chocolata clam,” or “almeja chocolata,” in the Gulf",FALSE,Megapitaria squalida,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Oliva venulata,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,"Cypraea annettae, Zonaria annettae, C. sowerbyi, C. ferruginosa",NA,NA,FALSE,Pseudozonaria annettae,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Strombus gracilior,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,the “variegated Polinices-like form” of the Narrative,FALSE,Natica chemnitzii,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,moon snail,FALSE,Polinices bifasciatus,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Polinices uber,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,“Tethys sp. probably californica”,NA,NA,FALSE,Aplysia californica,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"the famous Gulf “Mexican/Spanish dancer” nudibranch; S&R note it was “possibly the most common nudibranch” they encountered; it is still very common, except where tide-pool tourists have taken them in excess",FALSE,Tridachiella diomedea,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Aplysia californica,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Berthellina engeli,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,opisthobranch,FALSE,Elysia diomedea,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Bulla gouldiana,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,acorn worm,FALSE,Balanoglossus sp.,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,"2 species of Polyclinum are known from the Gulf today, P. laxum and P. vasculosum; however, the tunicate fauna of the Gulf has never been carefully studied",FALSE,Polyclinum sp.,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Botrylloides diegensis,"La Paz, El Mogote (tidal flats with mangroves)","Caimancito, La Paz"
NA,C. celata,NA,NA,FALSE,Cliona californiana,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Unidentified sponge,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Porites californica,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
syntype,NA,NA,NA,FALSE,Epizoanthus californicus,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
syntype,NA,NA,NA,FALSE,Palythoa pazi,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,Stylocheilus longicauda,NA,NA,FALSE,Stylocheilus striatus,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,the ubiquitous fire worm; found at every rocky shore site the expedition visited,FALSE,Eurythoe complanata,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Heliaster kubiniji,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Phataria unifascialis,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Pharia pyramidata,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,"Oreaster occidentalis, a junior synonym",NA,a widespread Tropical East Pacific species,FALSE,Pentaceraster cumingi,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophiocoma aethiops,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophiocoma alexandri,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Ophioderma teres,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,one of the most common urchins in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Neocucumis veleronis,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,Balanus amphitrite inexpectatus,NA,NA,FALSE,Balanus inexpectatus,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,"Leptodius occidentalis, a junior synonym",NA,one of the most common and abundant small crabs in the Gulf,FALSE,Cataleptodius occidentalis,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations,FALSE,Grapsus grapsus,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,Volsella capax,NA,the bearded mussel; Volsella is a junior synonym of Modiolus; this is the “Mytilus-like form” of the Narrative,FALSE,Modiolus capax,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,NA,FALSE,Elysia diomedea,"La Paz, Bahía La Paz, Misc. rocky shore colleting","Caimancito, La Paz"
NA,NA,NA,"the most common calcareous sponge in the Gulf, and one of the most common sponges in the Tropical East Pacific",FALSE,Leucetta losangelensis,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,NA,FALSE,Leucosolenia coriacea,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,the ubiquitous fire worm; found at every rocky shore site the expedition visited,FALSE,Eurythoe complanata,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,about 15 species of Spirorbidae are known from the Gulf today,FALSE,Spirorbis tubes,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,presumably H. kubiniji,FALSE,Heliaster sp.,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,NA,FALSE,Phataria unifascialis,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,NA,FALSE,Pharia pyramidata,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,the commonest urchin in the Gulf; collected “at practically every suitable collecting place”,FALSE,Eucidaris thouarsii,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,Tetraclita squamosa stalactifera,NA,NA,FALSE,Tetraclita stalactifera,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,a cosmopolitan amphipod; not reported otherwise from the Gulf,FALSE,Elasmopus pocillimanus,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,"probably an incorrect identification; likely one of the amphipod species named by J. L. Barnard in 1979—e.g., H. californica, H. guasave, H. yaqui, H. zuaque",FALSE,Hyale hawaiensis,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,"probably a misspelling of Dynamenella, an isopod genus known from California shores, but not from the Sea of Cortez; however, it is more likely the specimens were Dynoides, Paracerceis, or Paradella",FALSE,Dynamella sp.,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,a common porcelain crab in the Gulf,FALSE,Petrolisthes nigrunguiculatus,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,"Xanthodius hebes, a junior synonym",NA,NA,FALSE,Xanthodius sternberghii,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,Sally Lightfoot crab; taken at all rocky shore stations and in abundance here,FALSE,Grapsus grapsus,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,"Brachidontes multiformis, a junior synonym",NA,a very common small mytilid mussel in the Gulf,FALSE,Brachidontes semilaevis,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,NA,FALSE,Coralliophila costata,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,"Cerithium sculptum, a junior synonym",NA,one of the most common small snails in the Gulf,FALSE,Liocerithium judithae,"Isla San José, Islote Cayo","Amatorajada, San José Island"
NA,NA,NA,almost certainly a misidentification; this is a western Baja/California temperate species,FALSE,Lottia gigantea,"Isla San José, Islote Cayo","Amatorajada, San José Island"
